0,1,2,3,4,5,6,7
-38.91037162619811,0.7529974022016742,-42.288297415218736,0.9954620420352092,-39.69513356535134,0.1254759544655987,0.000777861348032849,-41.359448735617704
-35.791141379261006,0.8771988481822209,-39.46049541934129,1.0319613299844708,-36.72886146495845,0.16772050575782024,-0.00265221692113844,-37.46529764757386
-36.42593478885942,0.7526662369714477,-39.62911885631655,1.1213243571632967,-36.446437516525336,0.29189715576184866,0.010182073942194794,-39.191302633194866
-39.25615552454468,0.7800809371772001,-42.597415117592945,0.9773972437984892,-40.22715400664716,0.029628550473519793,0.0008003201292175461,-41.517915828134896
-36.084368860529736,0.7806740918671446,-39.37968606473599,1.1403328976302458,-36.179146920705854,0.29220544527788644,0.010797976903919452,-38.937841124853136
-34.21765781922706,0.36632866529392133,-36.908633356404124,0.7166139283775111,-35.06618999726865,0.26036034067721653,0.018955976623013484,-39.33974084936957
-30.400219293384055,0.3849930520980386,-32.71879691282159,1.0922782884896096,-29.599359614689952,0.2674762349777985,0.036986049554023286,-35.98166870370999
-26.16224349030275,0.5244697922395745,-29.826727009839445,0.7423897982035068,-27.920906232708468,0.27778978022562356,-0.01153084413051101,-25.55836959907007
-27.875071963001695,0.8229092314709384,-32.699512366882516,0.8080491747688728,-31.41075160045235,0.08145868027170275,-0.040965823677951776,-25.102977022522744
-26.166813799744155,0.5114102551421777,-29.828998335520332,0.7456223056756422,-27.94423636073917,0.2772638137327196,-0.011426544423603238,-25.58264190584958
-26.034472786919125,0.5599573548287605,-30.194951756729864,0.7777288335155221,-29.201477958800496,0.05496001234030813,-0.03104163352490571,-24.303136567014832
-30.085145826019605,0.5611814113335593,-32.63999645611928,0.758108813488034,-30.60098008132882,0.3025577881258112,0.021023063806177175,-34.93293808128925
-30.01938995002192,0.4216783278891479,-32.67524413534037,0.7902567974283873,-30.27056043709551,0.37993378963776303,0.02910358936961138,-35.62619490289024
-33.22252234499369,0.5276008050004345,-36.91727841358444,0.9274801713083939,-34.71182388928267,0.11364836158926403,0.009416795544137437,-37.53425623088153
-29.520402143713525,0.40830521468954356,-32.18758434984041,0.7752938982071134,-29.809015484962746,0.3893245646157151,0.028265376230220293,-35.07741375359015
-34.464876762371134,0.4719732600867706,-37.88327246217748,0.8076998056882055,-35.9682271062915,0.1508861393798011,0.007112332837674625,-38.34946159831031
-28.018132417025416,0.7729796487349738,-32.28627383103077,0.8409209409933711,-30.251012911550426,0.18900503252122616,-0.02037604129058283,-26.413337525891517
-29.246967832646938,0.9162577435401932,-33.88864890936026,0.7755324929797175,-32.87076157885425,0.18069574855661139,-0.04414112277407808,-25.871433981232713
-28.063972589088674,0.7874651216531835,-32.31123246279271,0.8453621253049513,-30.246306351277507,0.18342096707156375,-0.021058241459454976,-26.373648531833016
-27.89204291112712,0.8884628194599204,-32.50029731048795,0.7820245839005213,-31.30640273481765,0.07589003308327946,-0.04220741442398989,-24.855581069647165
-33.137330199071755,0.5492888138863932,-36.523603008266434,0.8537691238566252,-34.177806299969895,0.23789290497140209,0.006934014650446317,-36.395196124556634
-34.16448824201983,0.4825214046185991,-37.17502886658848,0.9490190137624286,-34.35270126626396,0.34525004298161077,0.019735287180334127,-38.538616916991884
-37.79734592606272,0.5195525891558592,-40.88792512047046,0.8190620992759824,-39.044695764870006,0.015231877411124528,0.006790411286545917,-41.26278480329406
-33.70559074140558,0.4840486357733891,-36.68460798535035,0.9498379382282383,-33.840690330432636,0.3557317630386492,0.01961632673390745,-38.05063606280378
-59.701237739430894,0.9574364755812214,-63.45909918354367,0.6132079835013723,-63.867904640455684,0.938154150051974,-0.017393987482185656,-58.107026819077575
-37.426567299788175,0.5515459897566157,-39.26402160543762,1.1825410647521333,-36.29875628005883,0.2092413917770372,0.01191765043631442,-39.6842025325178
-38.25874979398359,0.3848913174575993,-39.418661847066325,1.3238895846880816,-35.95518883341183,0.3532762877784612,0.029616958600869627,-42.24918463241951
-39.38211174326074,0.3919749569536756,-40.99129010053181,1.1106391091750196,-38.178703071833624,0.12344169639804996,0.00679752815682163,-41.724263277679455
-36.49231984841121,0.4564954180757877,-37.961023933102865,1.2296551382150893,-34.84492444597496,0.25409373064834706,0.02354758911800396,-39.91289518112142
-34.57640556486257,0.36805019914603626,-36.28931455389207,0.9681608479161216,-33.683317480326764,0.2084134060076101,0.01456681712300403,-37.70741933070523
-35.492060237381395,0.28441992867307436,-36.5795656837209,1.112632866933876,-33.49503689703209,0.3126691375477241,0.033695554456585126,-40.49816038778479
-37.588861172292056,0.4750320698335418,-39.74047533244565,1.1867486513399135,-37.03633141893203,0.0004364148962123521,0.005062993908924229,-40.28157070668858
-33.74159826051675,0.3269580620180476,-35.24095238452174,1.0299021731940967,-32.41401629647984,0.25560881587221546,0.027120739412912476,-38.14018396851379
-56.313040627958635,0.8648033731833296,-60.10405792544928,0.5731514279031451,-60.67363189496254,0.9105646651349525,-0.018367938223594928,-55.085147265365094
-63.79732821024028,0.2758691758298047,-61.6467494270872,2.3220805088765024,-54.193290783453584,1.484300488187658,0.0706657132837704,-65.05058349254662
-33.74659160054214,0.3739050050905048,-35.361190412527726,0.9614582915727394,-32.89394021094386,0.16507794268760292,0.01198389254293147,-36.50627391687755
-34.66661482306979,0.26902242009587407,-35.62401951338403,1.0832086274815407,-32.632773934559744,0.3200635584666669,0.031129807537302576,-39.27835006818591
-36.794268876053316,0.5557476745529306,-39.30453159328833,1.2216779044572248,-36.44397588967176,0.07451266870081637,-0.0014486243995994288,-38.9026556156555
-32.88532256906374,0.31792781063986575,-34.276260048826934,0.9885397252407364,-31.622880848976735,0.22407999775425103,0.024684834570578854,-36.947967097969
-55.55230487141108,0.780350912929999,-59.45062955152845,0.667666444499193,-60.47617060660197,1.112533038362859,-0.012968237368547108,-55.17291496644284
-33.199875533399805,0.3716560836714383,-35.23895589524888,0.9128402998832859,-32.62514054034075,0.2366326638226958,0.014701545645592633,-36.53529368165249
-34.134329885375955,0.29367283202414673,-35.57255429844588,1.0243103619372367,-32.472585003226214,0.3639047998822743,0.03422256238683951,-39.41651771633984
-35.64042354295097,0.30874210779125755,-37.279763209019,0.9147455380263267,-34.987458369389714,0.05151360195312969,0.01388137686135197,-39.1605122668602
-32.4078492068663,0.34322679073102524,-34.30660082129243,0.969998228336443,-31.47279252602361,0.2877945563601391,0.027271713812699532,-37.025516113077806
-55.843123878674916,0.6914412564516614,-59.91452616725427,0.704564764793179,-60.972313714427514,1.0366807396060571,-0.010451469864542744,-55.87751803713671
-33.41317905286453,0.32487753340305986,-35.44276337211598,0.8647135599862117,-32.86041503882966,0.27515467252611536,0.016864197172005133,-37.10113958470322
-34.366231738267714,0.3078585580511368,-35.743150782314956,0.9788306237722327,-32.636629655553705,0.40585787439854754,0.03667705330707836,-39.981776830512445
-35.83288423324402,0.2735454196487781,-37.284802760354154,0.9010740648432395,-35.07156360675078,0.020523166298646596,0.015725859632481243,-39.600960086786074
-32.544914691164585,0.29885220852170913,-34.34571115822379,0.896529809976487,-31.655741189250044,0.2817280608329767,0.029100541443260537,-37.5129752834774
-36.815531306912646,0.22576042308668814,-37.00713244283979,0.48523346231269876,-36.2750550830253,0.4773719061672099,0.017868171386804438,-39.92601123038728
-37.17584982533921,0.26459834364904683,-37.54057584458873,0.24096987812889328,-36.16054393185688,0.6839158486241976,0.019855918001583043,-40.22834756341275
-36.58318626535132,0.40393020942996927,-37.35354663233875,0.2922076785155963,-36.5383280733844,0.44971508979512365,0.011555635007856188,-38.58009524270676
-34.98214527046598,0.33878578853539426,-35.56867540830126,0.27057145338009325,-34.45453516751111,0.5313546680666534,0.02063346379719364,-37.906088749220984
-36.681728156725086,0.20717321447948905,-36.204874874739815,0.1427207674253995,-35.06847557243557,0.5533556456609036,0.026197169899299017,-40.36852925735538
-36.78016082481212,0.39207279601012124,-36.783437146522346,0.1788218043783261,-35.403058079210304,0.6762443220273722,0.031624354034298925,-41.069258617336175
-35.48399603314453,0.24459420740176455,-35.46943084233985,0.20048019565815842,-34.320403986971726,0.5893738968245809,0.019142993227246885,-38.05858956219872
-33.57654266427683,0.22218028313301938,-33.32205093144335,0.18121935721768018,-31.899667222168915,0.6602974312374191,0.028924293746051568,-37.18245906539248
-59.97481856935131,0.3770111932168712,-59.1008381629716,0.2015411023471352,-56.64478262144337,1.1407961143254235,0.025996429506094133,-60.57648974019031
-36.26616758111721,0.23193351486846858,-35.643322294122946,0.15633568685296215,-34.21643351164329,0.7255356538626694,0.024863943461540243,-40.116527053667255
