f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255
-61.26802749127685,-57.40502594885321,-54.63920234105121,-52.86002114088627,-51.08083994072133,-49.738532224634994,-48.789410644219394,-47.8402890638038,-47.01495851269579,-46.1934664431167,-45.43700665126352,-44.7727744532762,-44.10854225528887,-43.74023361953415,-43.42124557748487,-43.102257535435584,-42.7832694933863,-42.464281451337015,-42.14529340928773,-41.82630536723845,-41.50731732518916,-41.18832928313988,-40.869341241090595,-40.55035319904131,-40.23136515699203,-39.934475656977725,-39.909398223993655,-39.88432079100959,-39.85924335802553,-39.83416592504146,-39.8090884920574,-39.784011059073336,-39.75893362608927,-39.733856193105204,-39.708778760121135,-39.68370132713707,-39.65862389415301,-39.63354646116894,-39.610270340657,-39.59133584507789,-39.572401349498776,-39.55346685391966,-39.53453235834054,-39.515597862761425,-39.49666336718231,-39.4777288716032,-39.45879437602408,-39.43985988044496,-39.420925384865846,-39.40199088928673,-39.38305639370761,-39.31567983326596,-39.20199835788218,-39.0883168824984,-38.97463540711461,-38.86095393173083,-38.74727245634705,-38.63359098096327,-38.519909505579484,-38.406228030195706,-38.29254655481192,-38.178865079428135,-38.06518360404436,-37.95150212866057,-37.9626386361443,-38.02009934345513,-38.07756005076597,-38.1350207580768,-38.19248146538764,-38.24994217269847,-38.307402880009306,-38.36486358732014,-38.422324294630975,-38.479785001941806,-38.537245709252645,-38.59470641656348,-38.652167123874314,-38.687222937771324,-38.721034035367566,-38.75484513296381,-38.78865623056005,-38.82246732815629,-38.856278425752535,-38.89008952334878,-38.92390062094502,-38.95771171854126,-38.991522816137504,-39.02533391373374,-39.05914501132998,-39.139962510017284,-39.457948668754895,-39.7759348274925,-40.09392098623011,-40.41190714496772,-40.72989330370534,-41.04787946244295,-41.36586562118056,-41.683851779918164,-42.001837938655775,-42.319824097393386,-42.637810256131,-42.95579641486861,-43.151923666591706,-43.15212091095813,-43.152318155324565,-43.152515399691,-43.152712644057424,-43.152909888423856,-43.15310713279028,-43.153304377156715,-43.15350162152314,-43.153698865889574,-43.153896110256,-43.15409335462243,-43.15429059898886,-43.00201832471767,-42.748734994349064,-42.49545166398046,-42.24216833361184,-41.98888500324324,-41.73560167287463,-41.48231834250603,-41.22903501213741,-40.975751681768806,-40.7224683514002,-40.469185021031585,-40.21590169066298,-39.96261836029437,-39.90577558602766,-39.89218577824209,-39.878595970456516,-39.86500616267095,-39.85141635488538,-39.83782654709981,-39.824236739314244,-39.81064693152867,-39.7970571237431,-39.78346731595754,-39.769877508171966,-39.756287700386395,-39.74269789260083,-39.72910808481526,-39.71551827702969,-39.70192846924412,-39.68833866145855,-39.67474885367298,-39.661159045887416,-39.647569238101845,-39.63397943031627,-39.6203896225307,-39.60679981474514,-39.593210006959566,-39.579620199173995,-39.56603039138843,-39.55244058360286,-39.53885077581729,-39.52526096803172,-39.51167116024615,-39.49808135246058,-39.484491544675016,-39.546944660676054,-39.621300147356735,-39.69565563403742,-39.7700111207181,-39.84436660739878,-39.91872209407946,-39.99307758076015,-40.06743306744083,-40.14178855412152,-40.2161440408022,-40.29049952748288,-40.36485501416356,-40.43921050084425,-40.51356598752493,-40.58792147420561,-40.66227696088629,-40.736632447566976,-40.810987934247656,-40.885343420928336,-40.959698907609024,-41.034054394289704,-41.108409880970385,-41.182765367651065,-41.25712085433175,-41.33147634101243,-41.40583182769312,-41.4801873143738,-41.55454280105448,-41.62889828773516,-41.70325377441585,-41.77760926109653,-41.85196474777721,-41.86956286568401,-41.88153215362976,-41.893501441575516,-41.90547072952127,-41.91744001746702,-41.929409305412776,-41.94137859335853,-41.95334788130428,-41.965317169250035,-41.97728645719579,-41.98925574514154,-42.001225033087294,-42.01319432103305,-42.0251636089788,-42.037132896924554,-42.04910218487031,-42.06107147281606,-42.07304076076181,-42.08501004870757,-42.09697933665332,-42.10894862459907,-42.120917912544826,-42.13288720049058,-42.14485648843633,-42.156825776382085,-42.16879506432784,-42.18076435227359,-42.192733640219345,-42.2047029281651,-42.21667221611085,-42.228641504056604,-42.24061079200236,-42.25258007994811,-42.26454936789386,-42.27651865583962,-42.28848794378537,-42.30045723173112,-42.312426519676876,-42.32439580762263,-42.33636509556838,-42.348334383514135,-42.36030367145989,-42.37227295940564,-42.384242247351395,-42.39621153529715,-42.4081808232429,-42.420150111188654,-42.43211939913441,-42.44408868708016,-42.456057975025914,-42.46802726297167,-42.47999655091742,-42.49196583886317,-42.503935126808926,-42.51590441475468,-42.52787370270043,-42.539842990646186,-42.55181227859194,-42.56378156653769,-42.575750854483445,-42.5877201424292,-42.59968943037495,-42.611658718320705,-42.62362800626646
-56.84025486983068,-52.80541280988618,-49.975415866605275,-48.172952419205195,-46.370488971805116,-44.95284713073021,-43.88154473534796,-42.81024233996571,-42.01431010017551,-41.226916469861024,-40.48325893981123,-39.80162715195498,-39.11999536409874,-38.775779565748884,-38.48779976565009,-38.19981996555129,-37.9118401654525,-37.62386036535371,-37.33588056525492,-37.04790076515612,-36.75992096505733,-36.47194116495854,-36.18396136485974,-35.89598156476095,-35.608001764662156,-35.34281794651233,-35.35802470633483,-35.37323146615733,-35.388438225979826,-35.40364498580232,-35.41885174562483,-35.434058505447325,-35.44926526526982,-35.46447202509232,-35.47967878491482,-35.494885544737315,-35.51009230455982,-35.52529906438232,-35.538356928394855,-35.54623540250648,-35.55411387661811,-35.56199235072973,-35.56987082484136,-35.57774929895299,-35.58562777306461,-35.59350624717624,-35.60138472128786,-35.609263195399485,-35.61714166951111,-35.625020143622734,-35.63289861773436,-35.593650457530366,-35.509354779230556,-35.42505910093075,-35.34076342263094,-35.25646774433113,-35.17217206603133,-35.08787638773152,-35.00358070943171,-34.9192850311319,-34.83498935283209,-34.750693674532286,-34.666397996232476,-34.582102317932666,-34.613071399895766,-34.68681915577087,-34.76056691164598,-34.834314667521085,-34.90806242339619,-34.98181017927129,-35.055557935146396,-35.12930569102151,-35.20305344689661,-35.276801202771715,-35.35054895864682,-35.42429671452192,-35.49804447039703,-35.544485889542116,-35.58941028997997,-35.63433469041784,-35.679259090855695,-35.72418349129356,-35.769107891731416,-35.81403229216928,-35.85895669260714,-35.903881093045,-35.94880549348286,-35.99372989392072,-36.03865429435858,-36.13260253777983,-36.47389835261726,-36.81519416745469,-37.15648998229212,-37.49778579712955,-37.83908161196698,-38.18037742680441,-38.52167324164184,-38.862969056479265,-39.204264871316695,-39.545560686154126,-39.886856500991556,-40.228152315828986,-40.43388097462873,-40.421638911956116,-40.4093968492835,-40.39715478661089,-40.38491272393828,-40.372670661265666,-40.36042859859305,-40.34818653592044,-40.33594447324783,-40.323702410575216,-40.3114603479026,-40.29921828522999,-40.28697622255738,-40.128837133599575,-39.87404126472784,-39.61924539585611,-39.36444952698437,-39.10965365811264,-38.8548577892409,-38.60006192036917,-38.34526605149743,-38.0904701826257,-37.83567431375397,-37.58087844488223,-37.3260825760105,-37.07128670713876,-37.01042127769028,-36.99225612848177,-36.97409097927327,-36.955925830064764,-36.93776068085626,-36.91959553164775,-36.901430382439244,-36.883265233230745,-36.86510008402224,-36.84693493481373,-36.828769785605225,-36.81060463639672,-36.79243948718822,-36.77427433797971,-36.756109188771205,-36.7379440395627,-36.71977889035419,-36.70161374114569,-36.683448591937186,-36.66528344272868,-36.64711829352017,-36.628953144311666,-36.610787995103166,-36.59262284589466,-36.57445769668615,-36.556292547477646,-36.53812739826914,-36.51996224906064,-36.50179709985213,-36.48363195064363,-36.46546680143512,-36.447301652226614,-36.50560178024597,-36.575870386440116,-36.646138992634256,-36.716407598828404,-36.78667620502255,-36.8569448112167,-36.92721341741085,-36.99748202360499,-37.067750629799136,-37.13801923599328,-37.208287842187424,-37.27855644838157,-37.34882505457572,-37.41909366076987,-37.48936226696401,-37.559630873158156,-37.629899479352304,-37.70016808554645,-37.7704366917406,-37.84070529793474,-37.91097390412889,-37.981242510323035,-38.051511116517176,-38.121779722711324,-38.19204832890547,-38.26231693509962,-38.33258554129376,-38.40285414748791,-38.473122753682055,-38.5433913598762,-38.613659966070344,-38.68392857226449,-38.69068205974917,-38.69113652719654,-38.69159099464392,-38.692045462091286,-38.69249992953866,-38.69295439698603,-38.69340886443341,-38.69386333188078,-38.694317799328154,-38.69477226677552,-38.6952267342229,-38.695681201670276,-38.696135669117645,-38.69659013656502,-38.69704460401239,-38.69749907145977,-38.697953538907136,-38.69840800635451,-38.69886247380188,-38.69931694124926,-38.69977140869663,-38.700225876144,-38.70068034359138,-38.70113481103875,-38.701589278486125,-38.702043745933494,-38.70249821338087,-38.70295268082824,-38.703407148275616,-38.703861615722985,-38.70431608317036,-38.70477055061773,-38.70522501806511,-38.70567948551248,-38.70613395295985,-38.70658842040723,-38.7070428878546,-38.707497355301975,-38.707951822749344,-38.70840629019672,-38.70886075764409,-38.709315225091466,-38.70976969253884,-38.71022415998621,-38.71067862743359,-38.71113309488096,-38.71158756232833,-38.7120420297757,-38.71249649722308,-38.71295096467045,-38.713405432117824,-38.71385989956519,-38.71431436701257,-38.714768834459946,-38.715223301907315,-38.71567776935469,-38.71613223680206,-38.71658670424944,-38.717041171696806,-38.71749563914418,-38.71795010659155,-38.71840457403893,-38.7188590414863,-38.71931350893367
-58.872893025267146,-54.779561561970844,-51.9492576676938,-50.10461745616412,-48.25997724463445,-46.83192504519519,-45.778802056637296,-44.72567906807941,-43.87948891257188,-43.0397152790194,-42.27246513155764,-41.6080664734609,-40.94366781536416,-40.58739460057756,-40.28247562634265,-39.97755665210774,-39.67263767787283,-39.36771870363792,-39.062799729403004,-38.757880755168095,-38.45296178093319,-38.14804280669828,-37.84312383246336,-37.538204858228454,-37.233285883993545,-36.95075568617345,-36.94360743825566,-36.936459190337864,-36.92931094242007,-36.922162694502276,-36.91501444658448,-36.90786619866668,-36.900717950748884,-36.893569702831094,-36.8864214549133,-36.8792732069955,-36.87212495907771,-36.86497671115991,-36.856848032521214,-36.84635626445266,-36.835864496384104,-36.82537272831555,-36.814880960246995,-36.80438919217844,-36.793897424109886,-36.783405656041325,-36.77291388797277,-36.762422119904215,-36.75193035183566,-36.741438583767106,-36.73094681569855,-36.674466869230926,-36.57402763458773,-36.47358839994453,-36.373149165301335,-36.27270993065814,-36.17227069601495,-36.07183146137175,-35.971392226728554,-35.87095299208536,-35.77051375744216,-35.67007452279896,-35.569635288155766,-35.46919605351257,-35.48445668623624,-35.54265747592083,-35.60085826560541,-35.65905905528999,-35.71725984497457,-35.77546063465915,-35.83366142434373,-35.891862214028315,-35.95006300371289,-36.008263793397475,-36.06646458308205,-36.124665372766636,-36.18286616245122,-36.21419617446276,-36.24403336549246,-36.27387055652217,-36.303707747551876,-36.33354493858158,-36.36338212961129,-36.393219320640995,-36.4230565116707,-36.45289370270041,-36.482730893730114,-36.51256808475982,-36.54240527578953,-36.62166540893513,-36.95028675002909,-37.27890809112306,-37.60752943221702,-37.936150773310985,-38.26477211440495,-38.59339345549892,-38.92201479659288,-39.25063613768684,-39.57925747878081,-39.907878819874774,-40.23650016096874,-40.56512150206271,-40.756599650839455,-40.72757305902774,-40.698546467216026,-40.66951987540431,-40.6404932835926,-40.61146669178088,-40.58244009996917,-40.553413508157455,-40.52438691634574,-40.495360324534026,-40.46633373272231,-40.4373071409106,-40.40828054909889,-40.23509727898434,-39.966410209494185,-39.69772314000402,-39.42903607051386,-39.1603490010237,-38.891661931533534,-38.62297486204338,-38.35428779255321,-38.08560072306305,-37.81691365357289,-37.54822658408273,-37.279539514592564,-37.0108524451024,-36.93645815020941,-36.90484391577818,-36.87322968134695,-36.84161544691572,-36.81000121248449,-36.778386978053256,-36.746772743622024,-36.71515850919079,-36.68354427475957,-36.65193004032834,-36.62031580589711,-36.588701571465876,-36.557087337034645,-36.525473102603414,-36.49385886817218,-36.46224463374095,-36.43063039930972,-36.39901616487849,-36.36740193044726,-36.33578769601603,-36.304173461584796,-36.272559227153565,-36.24094499272233,-36.2093307582911,-36.17771652385987,-36.14610228942864,-36.11448805499741,-36.082873820566185,-36.051259586134954,-36.01964535170372,-35.98803111727249,-35.95641688284126,-36.00125332721183,-36.058055964786156,-36.11485860236049,-36.17166123993482,-36.22846387750915,-36.28526651508348,-36.34206915265781,-36.398871790232135,-36.455674427806464,-36.5124770653808,-36.56927970295513,-36.62608234052946,-36.682884978103786,-36.739687615678115,-36.79649025325244,-36.85329289082677,-36.91009552840111,-36.96689816597544,-37.023700803549765,-37.080503441124094,-37.13730607869842,-37.19410871627275,-37.25091135384708,-37.307713991421416,-37.364516628995744,-37.42131926657007,-37.4781219041444,-37.53492454171873,-37.59172717929306,-37.64852981686739,-37.705332454441724,-37.76213509201605,-37.7656096835986,-37.76379554334725,-37.7619814030959,-37.760167262844554,-37.7583531225932,-37.75653898234185,-37.7547248420905,-37.752910701839156,-37.75109656158781,-37.74928242133646,-37.74746828108511,-37.745654140833764,-37.743840000582416,-37.74202586033106,-37.740211720079714,-37.738397579828366,-37.73658343957702,-37.73476929932567,-37.73295515907432,-37.731141018822974,-37.72932687857163,-37.72751273832028,-37.725698598068924,-37.723884457817576,-37.72207031756623,-37.72025617731488,-37.71844203706353,-37.716627896812184,-37.71481375656084,-37.71299961630949,-37.71118547605814,-37.70937133580679,-37.70755719555544,-37.70574305530409,-37.70392891505274,-37.702114774801395,-37.70030063455005,-37.6984864942987,-37.69667235404735,-37.694858213796,-37.693044073544655,-37.6912299332933,-37.68941579304195,-37.687601652790605,-37.68578751253926,-37.68397337228791,-37.68215923203656,-37.68034509178521,-37.678530951533865,-37.67671681128252,-37.67490267103116,-37.673088530779815,-37.67127439052847,-37.66946025027712,-37.66764611002577,-37.66583196977442,-37.664017829523075,-37.66220368927173,-37.66038954902038,-37.658575408769025,-37.65676126851768,-37.65494712826633,-37.65313298801498,-37.65131884776363
-60.22384226300992,-56.53561270055784,-54.16976224761588,-52.54306078616199,-50.9163593247081,-49.59320341804788,-48.543238510701954,-47.49327360335604,-46.659110903367626,-45.83163974469262,-45.05913678379022,-44.36458872154715,-43.67004065930408,-43.30784412784857,-43.00103951819098,-42.69423490853339,-42.3874302988758,-42.08062568921821,-41.77382107956062,-41.46701646990303,-41.16021186024544,-40.85340725058785,-40.54660264093026,-40.23979803127267,-39.93299342161508,-39.64839849959719,-39.636982735547676,-39.62556697149816,-39.61415120744864,-39.60273544339913,-39.59131967934962,-39.5799039153001,-39.568488151250584,-39.55707238720107,-39.54565662315155,-39.534240859102034,-39.52282509505252,-39.51140933100301,-39.50203811130244,-39.49759476772499,-39.49315142414754,-39.48870808057009,-39.48426473699264,-39.47982139341519,-39.475378049837744,-39.470934706260294,-39.46649136268284,-39.46204801910539,-39.45760467552794,-39.45316133195049,-39.44871798837304,-39.39868505779803,-39.30507384553418,-39.21146263327034,-39.117851421006485,-39.02424020874263,-38.93062899647879,-38.837017784214936,-38.74340657195109,-38.64979535968724,-38.55618414742339,-38.46257293515954,-38.36896172289569,-38.275350510631846,-38.290169887366424,-38.345231544554025,-38.40029320174163,-38.45535485892923,-38.510416516116834,-38.56547817330444,-38.62053983049204,-38.67560148767965,-38.73066314486725,-38.78572480205485,-38.84078645924246,-38.89584811643006,-38.95090977361767,-38.99377179070692,-39.035956050012935,-39.07814030931895,-39.12032456862496,-39.16250882793098,-39.20469308723699,-39.246877346543,-39.28906160584902,-39.33124586515503,-39.373430124461045,-39.41561438376706,-39.457798643073076,-39.545033905342784,-39.859571955292964,-40.17411000524314,-40.48864805519332,-40.8031861051435,-41.11772415509368,-41.43226220504386,-41.74680025499404,-42.061338304944215,-42.375876354894395,-42.690414404844574,-43.004952454794754,-43.319490504744934,-43.50938357752518,-43.49886707916944,-43.48835058081371,-43.477834082457974,-43.46731758410223,-43.4568010857465,-43.446284587390764,-43.43576808903503,-43.425251590679295,-43.41473509232356,-43.404218593967826,-43.39370209561209,-43.38318559725636,-43.23313729889163,-42.990649183020935,-42.74816106715025,-42.50567295127956,-42.26318483540887,-42.02069671953817,-41.77820860366749,-41.535720487796794,-41.29323237192611,-41.05074425605542,-40.808256140184724,-40.56576802431404,-40.32327990844335,-40.27689276151882,-40.273683809591624,-40.27047485766442,-40.26726590573721,-40.264056953810005,-40.260848001882806,-40.2576390499556,-40.254430098028394,-40.251221146101194,-40.24801219417399,-40.24480324224678,-40.241594290319576,-40.238385338392376,-40.23517638646517,-40.231967434537964,-40.228758482610765,-40.22554953068356,-40.22234057875635,-40.219131626829146,-40.21592267490195,-40.21271372297474,-40.209504771047534,-40.206295819120335,-40.20308686719313,-40.19987791526592,-40.19666896333872,-40.19346001141152,-40.19025105948431,-40.187042107557104,-40.183833155629905,-40.1806242037027,-40.17741525177549,-40.248683928219734,-40.33160997258299,-40.414536016946236,-40.49746206130949,-40.58038810567274,-40.663314150035994,-40.74624019439924,-40.8291662387625,-40.912092283125745,-40.995018327489,-41.07794437185225,-41.1608704162155,-41.24379646057875,-41.326722504942005,-41.40964854930525,-41.4925745936685,-41.575500638031755,-41.658426682395,-41.74135272675826,-41.824278771121506,-41.90720481548476,-41.99013085984801,-42.07305690421126,-42.15598294857451,-42.238908992937766,-42.321835037301014,-42.40476108166427,-42.48768712602752,-42.57061317039077,-42.65353921475402,-42.736465259117274,-42.81939130348052,-42.80416388890874,-42.77920224700456,-42.75424060510038,-42.7292789631962,-42.70431732129202,-42.67935567938783,-42.654394037483655,-42.62943239557947,-42.604470753675294,-42.57950911177111,-42.55454746986693,-42.52958582796275,-42.50462418605857,-42.47966254415439,-42.45470090225021,-42.429739260346025,-42.40477761844185,-42.379815976537664,-42.35485433463349,-42.3298926927293,-42.304931050825125,-42.27996940892094,-42.25500776701676,-42.23004612511258,-42.205084483208395,-42.18012284130422,-42.155161199400034,-42.13019955749586,-42.10523791559167,-42.080276273687495,-42.05531463178331,-42.030352989879134,-42.00539134797495,-41.98042970607077,-41.95546806416659,-41.93050642226241,-41.90554478035823,-41.88058313845405,-41.855621496549865,-41.83065985464569,-41.805698212741504,-41.78073657083732,-41.75577492893314,-41.730813287028965,-41.70585164512478,-41.6808900032206,-41.65592836131642,-41.630966719412235,-41.60600507750806,-41.581043435603874,-41.5560817936997,-41.53112015179551,-41.506158509891335,-41.48119686798715,-41.456235226082974,-41.43127358417879,-41.40631194227461,-41.38135030037043,-41.35638865846625,-41.33142701656207,-41.30646537465789,-41.281503732753706,-41.25654209084952,-41.231580448945344
-59.22062769931496,-54.79767437535691,-51.93625337993719,-50.06581906548941,-48.195384751041615,-46.75874419941414,-45.71251803432494,-44.666291869235735,-43.771098474325214,-42.880588266086896,-42.06494800070931,-41.35548692702511,-40.646025853340916,-40.27801969248712,-39.966922683771735,-39.65582567505635,-39.344728666340956,-39.03363165762557,-38.72253464891018,-38.41143764019479,-38.1003406314794,-37.78924362276401,-37.478146614048626,-37.16704960533323,-36.85595259661785,-36.567652520137855,-36.559754710153264,-36.55185690016868,-36.54395909018409,-36.536061280199505,-36.52816347021491,-36.52026566023033,-36.51236785024574,-36.504470040261154,-36.49657223027656,-36.48867442029198,-36.48077661030739,-36.4728788003228,-36.46423268832833,-36.45378297661773,-36.443333264907125,-36.432883553196525,-36.422433841485926,-36.41198412977532,-36.40153441806472,-36.39108470635412,-36.380634994643515,-36.370185282932916,-36.359735571222316,-36.34928585951171,-36.33883614780111,-36.282912097452055,-36.18351992928684,-36.08412776112162,-35.9847355929564,-35.88534342479118,-35.785951256625964,-35.68655908846074,-35.58716692029552,-35.487774752130306,-35.38838258396508,-35.288990415799866,-35.18959824763465,-35.090206079469425,-35.10751646942122,-35.16813914898346,-35.22876182854569,-35.28938450810793,-35.350007187670165,-35.4106298672324,-35.47125254679464,-35.53187522635687,-35.5924979059191,-35.65312058548134,-35.713743265043576,-35.77436594460581,-35.83498862416805,-35.86694500692816,-35.89730881764372,-35.927672628359275,-35.95803643907483,-35.98840024979039,-36.018764060505944,-36.0491278712215,-36.07949168193706,-36.10985549265261,-36.14021930336817,-36.170583114083726,-36.20094692479928,-36.28289057284832,-36.625077945625385,-36.96726531840244,-37.3094526911795,-37.65164006395656,-37.993827436733625,-38.33601480951069,-38.67820218228775,-39.02038955506481,-39.36257692784187,-39.70476430061893,-40.046951673395995,-40.38913904617306,-40.58499279352099,-40.54556502547309,-40.50613725742518,-40.46670948937728,-40.42728172132937,-40.387853953281464,-40.34842618523356,-40.308998417185656,-40.26957064913775,-40.23014288108985,-40.19071511304194,-40.15128734499403,-40.11185957694613,-39.93612301177323,-39.67008186850505,-39.40404072523686,-39.137999581968664,-38.871958438700474,-38.605917295432285,-38.339876152164095,-38.0738350088959,-37.807793865627715,-37.541752722359526,-37.27571157909133,-37.00967043582314,-36.74362929255495,-36.66968509360203,-36.63803746954421,-36.6063898454864,-36.57474222142858,-36.54309459737076,-36.51144697331294,-36.479799349255124,-36.448151725197306,-36.41650410113949,-36.38485647708167,-36.35320885302385,-36.32156122896603,-36.289913604908214,-36.258265980850396,-36.226618356792585,-36.19497073273477,-36.16332310867695,-36.13167548461913,-36.10002786056131,-36.068380236503494,-36.036732612445675,-36.00508498838786,-35.97343736433004,-35.94178974027222,-35.9101421162144,-35.878494492156584,-35.846846868098766,-35.815199244040954,-35.783551619983136,-35.75190399592532,-35.7202563718675,-35.68860874780968,-35.73187810586316,-35.786873600247105,-35.84186909463105,-35.896864589014996,-35.95186008339894,-36.00685557778288,-36.061851072166824,-36.11684656655077,-36.171842060934715,-36.22683755531866,-36.281833049702605,-36.33682854408655,-36.39182403847049,-36.446819532854434,-36.50181502723838,-36.556810521622324,-36.61180601600627,-36.66680151039021,-36.72179700477415,-36.7767924991581,-36.831787993542044,-36.88678348792599,-36.941778982309934,-36.99677447669388,-37.05176997107782,-37.10676546546176,-37.16176095984571,-37.21675645422965,-37.2717519486136,-37.326747442997544,-37.38174293738149,-37.43673843176543,-37.43701092981004,-37.43185635383754,-37.426701777865034,-37.42154720189252,-37.41639262592002,-37.411238049947514,-37.406083473975,-37.4009288980025,-37.39577432202999,-37.39061974605749,-37.38546517008498,-37.38031059411247,-37.37515601813997,-37.37000144216746,-37.36484686619495,-37.35969229022245,-37.354537714249936,-37.34938313827743,-37.34422856230493,-37.339073986332416,-37.33391941035991,-37.32876483438741,-37.3236102584149,-37.31845568244239,-37.313301106469886,-37.30814653049738,-37.30299195452487,-37.297837378552366,-37.29268280257986,-37.28752822660735,-37.282373650634845,-37.27721907466234,-37.272064498689836,-37.266909922717325,-37.26175534674482,-37.256600770772316,-37.251446194799804,-37.2462916188273,-37.241137042854795,-37.235982466882284,-37.23082789090978,-37.225673314937275,-37.22051873896476,-37.21536416299226,-37.210209587019754,-37.20505501104724,-37.19990043507474,-37.194745859102234,-37.18959128312973,-37.18443670715722,-37.17928213118471,-37.17412755521221,-37.1689729792397,-37.16381840326719,-37.15866382729469,-37.15350925132218,-37.14835467534967,-37.14320009937717,-37.138045523404664,-37.13289094743215,-37.12773637145965,-37.12258179548714,-37.11742721951463,-37.11227264354213
