feature,model,fold,accuracy,far,frr,eer,error
dwt_db4_l2,dwt_mlp,1,0.034482758620689655,0.04197901049475262,0.2956521739130435,0.4111057507310559,
dwt_db4_l2,dwt_mlp,2,0.013157894736842105,0.034073695642854084,0.23793103448275862,0.5195536425495418,
dwt_db4_l2,dwt_mlp,3,0.0,0.037037037037037035,0.2222222222222222,0.49693302282817475,
dwt_db4_l2,dwt_mlp,4,0.030100334448160536,0.03484997611084567,0.1367374443038671,0.4884249429749035,
dwt_db4_l2,dwt_mlp,5,0.018433179723502304,0.03959887546010492,0.23724137931034484,0.4816960825705208,
