feat_idx,importance
3,0.10965463686722242
2,0.10601794622113489
9,0.10601375866624493
1,0.09891036437657669
0,0.09434957347673387
5,0.08825276543650828
10,0.077914136431625
6,0.07544931030677623
11,0.06144290930631066
8,0.06132897492969421
7,0.06131111416686049
4,0.05935450981431223
