b0_energy,b0_entropy,b0_mean,b0_std,b1_energy,b1_entropy,b1_mean,b1_std,b2_energy,b2_entropy,b2_mean,b2_std
263.6324056683385,4.728093308837451,-0.012590239151354089,1.9835961057580969,4.194926637304477,2.4421955674253297,0.003781653616601094,0.2501930143485759,0.5715362138549642,1.4319244690499768,-0.0010130333287014291,0.06629785952611061
263.53305771555193,4.69469870191871,-0.01246371580960393,1.983223102785796,4.3290297852853215,2.461744368541867,0.003825654789839212,0.25416087271732796,0.5861886135059753,1.4332018281346202,-0.0010112191576081959,0.06714253954558526
263.2659685787994,4.699224013443571,-0.011801976961178958,1.9822218664793188,4.286612248499808,2.4439669895537315,0.0037253981998439474,0.25291383651214994,0.5800124686629929,1.436936099516856,-0.0009270153025350435,0.06678903365792606
263.4987399926314,4.71534158824162,-0.01157604160422445,1.983099344479789,4.185177497111054,2.43848873677591,0.0037489755836907393,0.24990254292393632,0.5710810577827203,1.4265811446925318,-0.0009668347725697615,0.06627213927613763
263.2515883983856,4.700196332605915,-0.011738730517505853,1.9821681026735267,4.302606883014546,2.445586192104918,0.003733702076615537,0.2533852257889648,0.5822326580174321,1.4392491056945274,-0.0009444050915896155,0.06691652152498084
266.69400911464123,3.840086434064586,-0.017152837698348904,1.9950472121944594,4.521176810124903,2.036357672213113,0.003506771788063473,0.2597459401973649,0.8306067636119749,1.0582817500736026,-0.0018137946672986366,0.07991240795971594
266.5887655879955,3.8013128825277342,-0.01593400746581166,1.9946636075355935,4.563629991098691,2.0458988219530427,0.0035028976697395013,0.2609628520921606,0.8327177803435071,1.0631981931907604,-0.0017942701742543882,0.08001438609274915
267.0027435397702,3.723370051738685,-0.019069289235481467,1.9961843445504983,4.807074364015796,2.027944470034218,0.0032959831965530565,0.2678367321003002,0.8789796389658082,1.060246837299692,-0.0018821977115540656,0.08220607745156769
267.2764381182286,3.736219693960267,-0.019731207802733366,1.9972008532862764,4.775478329296188,2.027486240073707,0.0032821563777768394,0.2669550962412151,0.878616120585576,1.0511262636802625,-0.001909064865654194,0.0821884481804146
267.09026260533096,3.7070463339030515,-0.019013864148451524,1.9965120342488438,4.9006145336350615,2.022210245923284,0.0033104564916510795,0.2704302893165496,0.9036215804985585,1.0544153730598835,-0.0019177705040383651,0.08335020930326531
262.94307420924997,4.7486253983258955,-0.011621708631850606,1.9810069236499213,5.20210941472071,2.4904225869252796,0.0037698099717729545,0.2786201942305795,0.6147071180210716,1.6074517250369462,-0.0008302576579890968,0.06875919549188408
262.4057867432217,4.829259048455575,-0.006739013009332826,1.9790045137526182,4.796848090747256,2.4925818644176125,0.003960218018726775,0.267542640146085,0.5631023920964763,1.619759695294884,-0.0006068101048347176,0.06581176675775584
262.2210533380778,4.817106091520603,-0.006155298489828204,1.9783096767311055,4.864317857040614,2.50244173296882,0.003919011425411027,0.26941863411752937,0.5754404527159731,1.616633107100327,-0.0005801318343606135,0.06652915502204175
262.5176457706932,4.85128921001,-0.006303325299122565,1.9794277166805578,4.66638321442274,2.4893605437582487,0.0038649249787444215,0.2638798457971632,0.5525379436194213,1.604941519203216,-0.000608001867716278,0.06519142740977837
262.1931469475588,4.820516257390224,-0.006174402281181873,1.9782043444024104,4.867366342352894,2.5058380429968574,0.003947694815093035,0.2695026429308901,0.5723355827800874,1.6289526926643783,-0.0005749271786728832,0.06634946016916712
265.16603232651556,4.303973552951637,-0.01623793228359846,1.989331119893763,4.417167010119493,2.2589960432896383,0.0036496810981863637,0.25673828240167174,0.7278605710938444,1.2011656300538383,-0.001482600591130574,0.0748112916974425
265.347762181402,4.204750434561057,-0.018357059684706467,1.989994316392934,4.786945782206938,2.244005493489049,0.003441157217515964,0.26727347494699544,0.7899232926265156,1.2025913095146938,-0.0015535231839785468,0.07793535517286623
265.53371035333527,4.241040484917678,-0.019001553172793284,1.990685471827034,4.658328619025931,2.2547744564037355,0.003451228502708852,0.2636576982435837,0.764617703571759,1.2118936307753392,-0.0015102941847153948,0.07667720426786111
265.26227256342924,4.225741397569271,-0.018494659395292785,1.9896724212902346,4.7467288753408505,2.256411242597416,0.003456065319679262,0.26614799500364283,0.7753667171788359,1.2130121126167894,-0.0015247043648549817,0.07721421267819749
263.73734584265,4.6373896996229345,-0.021410324532572116,1.9839152940996159,4.023558090896595,2.396005145716804,0.0037019259707893656,0.2450293892135886,0.5774467371532721,1.374237101170637,-0.0011437710442957015,0.06663775030641658
263.17304266979943,4.703445249230653,-0.017545626540868407,1.9818294608095222,3.802720017046361,2.4114524102299533,0.0038582993967909473,0.2382060635365128,0.5430008540322752,1.3795030349845934,-0.0009631924498451738,0.06462199243838491
262.95914273354384,4.707547954443221,-0.016871109190029477,1.9810297044860152,3.7823228961616104,2.408857227700874,0.0038183812365172884,0.23756683376359197,0.5379453751030463,1.3876042038221028,-0.0009075293147973288,0.06432120752511797
263.1518407619022,4.720097051941964,-0.01647662870553195,1.9817587984069227,3.685161095680507,2.3913673755904576,0.0037633732217357196,0.23449571730659774,0.5318140713893723,1.3721690879522266,-0.0009155156597675554,0.06395341510273445
262.997174700301,4.703176203851117,-0.016908483152279972,1.9811726499408435,3.800566001679713,2.4033604663180275,0.003838173654631568,0.2381388966962538,0.5437165500714739,1.3820984094221171,-0.0009237930107537781,0.06466514986469205
265.7911349125279,4.342419333678118,-0.014664151455077485,1.9916869299737323,4.411395851742339,2.2625838514050196,0.0037657027695248394,0.2565687989860308,0.7112695530230619,1.2324257350628998,-0.0014105309645283325,0.07395481496442041
265.50630068844373,4.346853812342484,-0.013842157860870929,1.990625279141195,4.396771796089481,2.2630374927429986,0.0036910092271887607,0.2561441705251388,0.7049782283521469,1.2388970391212977,-0.0013268943508846708,0.07362845102434425
265.9030149218984,4.358279057935018,-0.014959630409840413,1.992103894055281,4.384088596349624,2.2657935524593333,0.0037125268676741086,0.2557740708100194,0.7086602694659034,1.2299047657458746,-0.0013734203485009093,0.07381968950484506
265.5863824734617,4.327254858893122,-0.014201755805923897,1.9909229437486753,4.512776298733493,2.267061826187276,0.003720964757488262,0.25950149238804804,0.727799931021615,1.2346669189716497,-0.001384356710585821,0.07481005657233813
267.01167161545584,3.9656006695092163,-0.021538752142241074,1.9961926039933084,4.460064227891413,1.9585544582882097,0.00350761204470487,0.2579841457572409,0.8541584954393829,1.0263430171081651,-0.0018901518427403828,0.0810362714525398
266.5957153096511,3.999477333836582,-0.020630342530216273,1.9946465641754192,4.375447860844223,1.981000482390917,0.003474935836299842,0.2555251783559351,0.8250263765660784,1.042225475669619,-0.0017842593039650962,0.07964404033920053
266.735978060957,4.03354848872892,-0.021543053796095755,1.995161621960222,4.245725808563001,1.9949007973044242,0.0034826694051554212,0.25170799139611194,0.7958997164590113,1.0427715468172505,-0.0017749450629189548,0.07822502848351531
266.729424969376,3.973317539604172,-0.020938398136306696,1.9951435479825157,4.407683449260059,1.9704012269559532,0.0035143064391554967,0.25646436358383506,0.8336418170080611,1.0389330309652998,-0.0018244019060062412,0.08005810964097161
267.8655419891084,3.6989745450769687,-0.019190887275095547,1.9994061302952284,4.688828937802385,1.9372920248120589,0.0035356285134358636,0.26451846965902415,0.8986380120025004,1.014667906749006,-0.0019642260411999717,0.08311884207799095
267.44747265549523,3.7413029013799086,-0.018320057018123653,1.9978532725721374,4.581248234014865,1.9520847642971306,0.003510046943737298,0.26146609509477026,0.8648138258686496,1.0299427349690884,-0.0018544084653191336,0.08154124854567293
267.8396097907872,3.742661266534069,-0.01945061494293932,1.999306827342604,4.642314911042174,1.9426543122067068,0.0034710013817640067,0.2632037887336894,0.8892469456091288,1.0146276222082542,-0.001920674116667408,0.08268417098216434
267.5398749907128,3.724456659573581,-0.01851309924938631,1.998196618880168,4.690044447241847,1.9510714532188704,0.003517160618133078,0.2645530059796252,0.8894930656397787,1.028722223087655,-0.001883654823800685,0.08269647027279937
265.7804547972433,4.276520978026853,-0.016602168372376786,1.99163169980438,4.482347372670422,2.225971054467138,0.0038202783114403564,0.2586234957006141,0.7457029451040866,1.2045387648106147,-0.0014529606902040886,0.07572361194524065
265.4053081118808,4.296589797851505,-0.015445830497585446,1.9902348307979754,4.431739783440302,2.232736096823718,0.003775054498892632,0.2571597147020203,0.7301467414006954,1.2181782336768363,-0.001369119559860904,0.07493089420940317
265.7127920186895,4.2971704885757775,-0.01604020321814362,1.9913827556057242,4.37511282660025,2.221640978167222,0.0037383402235602018,0.2555116753774036,0.7276127977633123,1.2075722186895854,-0.0013739462935964352,0.07480062695484953
265.4314463307782,4.279599677313053,-0.015825441432971522,1.9903298554447624,4.510864289661342,2.2398171845231514,0.003800433308490323,0.25944534952120507,0.7425995498078201,1.2190397907651798,-0.0013890460410293773,0.07556702177793446
265.3809641857946,4.4283888490197745,-0.016049980164928212,1.990138766859618,4.430314848776689,2.287487217397943,0.003846089734162408,0.2571173074966062,0.7104595244245518,1.2525163789900398,-0.0013431140812615256,0.07391393176775919
265.0434422728033,4.440273747520907,-0.014768709938001525,1.988882640563584,4.406644521209047,2.2843059710465683,0.003817973307483519,0.2564297892781026,0.7062460995298253,1.259615126317526,-0.0012729128692779827,0.07369560364704807
265.25495086558567,4.458391702501129,-0.015360809851800132,1.9896716218807309,4.331446854919293,2.2950306691707856,0.0037943648274120305,0.2542323018751551,0.6900271898929884,1.2624672518482025,-0.0012607812823856796,0.07284443624102858
265.07249491330225,4.430599289737812,-0.015278627861428095,1.988987797287621,4.4393290993663745,2.2934122145624527,0.0038119978635140165,0.2573793153041121,0.7049012216331552,1.2661387481346076,-0.0012718541103680947,0.07362539967027512
266.7380041610042,4.629527532259124,-0.031351311737240026,1.9950391816857562,5.002277658710255,2.2684601405049167,0.00409756486087426,0.27321067061880266,0.6405806693537319,1.5333754512028424,-0.0003718353849590042,0.0701954795471889
266.59215607318754,4.646386478241695,-0.03173742720535637,1.994487437862623,5.003142205738057,2.269309301740719,0.004077493561245996,0.2732345847637248,0.6383228098222615,1.5346464190410078,-0.00031615952625879386,0.07007193092333905
266.6746624990083,4.631611488305972,-0.03161086619071752,1.9947981342500432,5.04873390047651,2.2605927758803137,0.004092129150339275,0.274476760035457,0.6444673669324609,1.524818601568317,-0.0003489427715421765,0.07040823476723473
266.2837395670738,4.62029486068168,-0.030821718716423762,1.9933474845842252,5.148203523193284,2.2677731455449206,0.004010977403671181,0.27716920935665074,0.6554137058431644,1.535006552386969,-0.00027239087760318003,0.07100401181842518
269.3686044290942,3.504614447378308,-0.03273048861359544,2.0048330720767353,4.209066470409157,1.7733208976598889,0.0035078836708359817,0.25061839990351664,0.8079232588185996,0.990579194163037,-0.0017287008324369045,0.07881501057562922
269.17891714070856,3.518403809272591,-0.03255505360306862,2.004129723023046,4.160580951917048,1.7835031241922623,0.003504240661182642,0.24917051081604644,0.7915820391303037,0.999127015421362,-0.0016838126558957418,0.07801446906590141
269.3868852953719,3.5022635156156254,-0.03291584671592863,2.0048980840838047,4.281650872235712,1.7765993542918574,0.0035174506003794966,0.2527703788823255,0.8233182188635072,0.9892671966584464,-0.0017375920871150615,0.07956254044410359
269.14929971221426,3.5089749046520438,-0.03249848846778067,2.004020353014231,4.293813959380074,1.7872044200117,0.0034710927693129656,0.25312986198416465,0.8185532577046585,1.0008349402491752,-0.001678103364164673,0.07933314244314445
265.6521871537348,4.8394468145368235,-0.03329582725488735,1.990941838705324,4.642633041915535,2.27794419479423,0.004274694173660414,0.2632009830264183,0.5224896418616688,1.6983959469716268,3.6417014737561723e-05,0.06339676462600156
265.6266925185361,4.831498089599461,-0.033601341625624226,1.9908411413564915,4.774915102951941,2.2760238342625665,0.004295173477800586,0.2669249727565655,0.5384904605569671,1.689525575953751,4.905248257999014e-05,0.06436017328931476
