d,g50,g1M
10,-0.7095924715795302,-0.7095924715795302
10,-0.7420265319454604,-0.7420265319454604
10,-0.7543847818222732,-0.7543847818222732
10,-0.749265887012041,-0.749265887012041
10,-0.7490973392818122,-0.7490973392818122
10,-0.7384062385917762,-0.7384062385917762
10,-0.7375237450026442,-0.7375237450026442
10,-0.7093062210284875,-0.7093062210284875
10,-0.7264379765035283,-0.7264379765035283
10,-0.7431063158000912,-0.7431063158000912
10,-0.786855367645,-0.786855367645
10,-0.7819234759266187,-0.7819234759266187
10,-0.7760519435416355,-0.7760519435416355
10,-0.7840014203347012,-0.7840014203347012
10,-0.7787343089954385,-0.7787343089954385
10,-0.7826080268189373,-0.7826080268189373
10,-0.7834313325580887,-0.7834313325580887
10,-0.7800504202724722,-0.7800504202724722
10,-0.7728755652698007,-0.7728755652698007
10,-0.7788012934448776,-0.7788012934448776
10,-0.7783330590866254,-0.7783330590866254
10,-0.779817163785575,-0.779817163785575
10,-0.7697508439408913,-0.7697508439408913
10,-0.7887358269873425,-0.7887358269873425
10,-0.817316851791186,-0.817316851791186
10,-0.81577377232971,-0.81577377232971
10,-0.8160543856472061,-0.8160543856472061
10,-0.7224022063079943,-0.7224022063079943
10,-0.7002917579710772,-0.7002917579710772
10,-0.6959833602586817,-0.6959833602586817
10,-0.6923851730930732,-0.6923851730930732
10,-0.6929823740928983,-0.6929823740928983
10,-0.7536692204054124,-0.7536692204054124
10,-0.7507304191143034,-0.7507304191143034
10,-0.7830632926105973,-0.7830632926105973
10,-0.7797396579639881,-0.7797396579639881
10,-0.7406837639867805,-0.7406837639867805
10,-0.7195268249483695,-0.7195268249483695
10,-0.7181211078491612,-0.7181211078491612
10,-0.7109512407123336,-0.7109512407123336
10,-0.7176558783701489,-0.7176558783701489
10,-0.7368113649161345,-0.7368113649161345
10,-0.7219901362893588,-0.7219901362893588
10,-0.7783660563169269,-0.7783660563169269
10,-0.7754395668108379,-0.7754395668108379
10,-0.7777011641670902,-0.7777011641670902
10,-0.7470520805568545,-0.7470520805568545
10,-0.7501341596613659,-0.7501341596613659
10,-0.7547963924767418,-0.7547963924767418
10,-0.7537290583227031,-0.7537290583227031
10,-0.7495626675040137,-0.7495626675040137
10,-0.66533618740851,-0.66533618740851
10,-0.6693534793056947,-0.6693534793056947
10,-0.6747445693711568,-0.6747445693711568
10,-0.67114363423322,-0.67114363423322
10,-0.6487975400501729,-0.6487975400501729
10,-0.6517925198850417,-0.6517925198850417
10,-0.6570642613332855,-0.6570642613332855
10,-0.6602819750271856,-0.6602819750271856
10,-0.6543773473573617,-0.6543773473573617
10,-0.7172373154281496,-0.7172373154281496
10,-0.7189409539076784,-0.7189409539076784
10,-0.7232038658669547,-0.7232038658669547
10,-0.7209930145958435,-0.7209930145958435
10,-0.7192982135389003,-0.7192982135389003
10,-0.7055637040623888,-0.7055637040623888
10,-0.7070923979959028,-0.7070923979959028
10,-0.7111580694793839,-0.7111580694793839
10,-0.7113554511890254,-0.7113554511890254
10,-0.7074324967146032,-0.7074324967146032
10,-0.7542188885983486,-0.7542188885983486
10,-0.7830062203785073,-0.7830062203785073
10,-0.7777355424706593,-0.7777355424706593
10,-0.7712447378409676,-0.7712447378409676
10,-0.7649510022775897,-0.7649510022775897
10,-0.6951183404514105,-0.6951183404514105
10,-0.7231214168286861,-0.7231214168286861
10,-0.7038532711383226,-0.7038532711383226
10,-0.7122834231634971,-0.7122834231634971
10,-0.7001384973596906,-0.7001384973596906
10,-0.7314139101783452,-0.7314139101783452
10,-0.7648307462133715,-0.7648307462133715
10,-0.7315709658288423,-0.7315709658288423
10,-0.7241808657444225,-0.7241808657444225
10,-0.7466823522607545,-0.7466823522607545
10,-0.7348778942705304,-0.7348778942705304
10,-0.7365142576094479,-0.7365142576094479
10,-0.7252049788953092,-0.7252049788953092
10,-0.7084028151745103,-0.7084028151745103
10,-0.7525863057021711,-0.7525863057021711
10,-0.7474266146485226,-0.7474266146485226
10,-0.730852884015298,-0.730852884015298
10,-0.7360418800441955,-0.7360418800441955
10,-0.7246703904292814,-0.7246703904292814
10,-0.6876212731826994,-0.6876212731826994
10,-0.6826086493898859,-0.6826086493898859
10,-0.6742209595555589,-0.6742209595555589
10,-0.6840627896611329,-0.6840627896611329
10,-0.6597594830599801,-0.6597594830599801
10,-0.679294912080505,-0.679294912080505
10,-0.6815129202307257,-0.6815129202307257
10,-0.6829457293523508,-0.6829457293523508
10,-0.6861723558593873,-0.6861723558593873
10,-0.7179832925306653,-0.7179832925306653
10,-0.7191731882888537,-0.7191731882888537
10,-0.7211864622018347,-0.7211864622018347
10,-0.7193523417152189,-0.7193523417152189
10,-0.7743374989838083,-0.7743374989838083
10,-0.7756767094748166,-0.7756767094748166
10,-0.7798459348094839,-0.7798459348094839
10,-0.775916711567363,-0.775916711567363
10,-0.7470051224594348,-0.7470051224594348
10,-0.7487892546096171,-0.7487892546096171
10,-0.7430874639966749,-0.7430874639966749
10,-0.7481371729472392,-0.7481371729472392
10,-0.7280083266752455,-0.7280083266752455
10,-0.728647814944067,-0.728647814944067
10,-0.727852405926126,-0.727852405926126
10,-0.7293324092840576,-0.7293324092840576
10,-0.7241951162191668,-0.7241951162191668
10,-0.723979283978679,-0.723979283978679
10,-0.7267460544169003,-0.7267460544169003
10,-0.7273397203624548,-0.7273397203624548
10,-0.4269710973325124,-0.4269710973325124
10,-0.4090404597534328,-0.4090404597534328
10,-0.4181756464683787,-0.4181756464683787
10,-0.4017669355079653,-0.4017669355079653
10,-0.4194893903982428,-0.4194893903982428
10,-0.4207979459386637,-0.4207979459386637
10,-0.4238393217306327,-0.4238393217306327
10,-0.418110916745294,-0.418110916745294
10,-0.3912779912877499,-0.3912779912877499
10,-0.419253669552302,-0.419253669552302
10,-0.4157873922670685,-0.4157873922670685
10,-0.4135820876188386,-0.4135820876188386
10,-0.4097572524063896,-0.4097572524063896
10,-0.4185191458128786,-0.4185191458128786
10,-0.4515160596932919,-0.4515160596932919
10,-0.495331225200118,-0.495331225200118
10,-0.4679618107057938,-0.4679618107057938
10,-0.4470891238357812,-0.4470891238357812
10,-0.467923709917299,-0.467923709917299
10,-0.4429270947862582,-0.4429270947862582
10,-0.4522589975723752,-0.4522589975723752
10,-0.7059768888521006,-0.7059768888521006
10,-0.716864937090636,-0.716864937090636
10,-0.7149831991745559,-0.7149831991745559
10,-0.7324087966877272,-0.7324087966877272
10,-0.7370726130495902,-0.7370726130495902
10,-0.6895375663603931,-0.6895375663603931
10,-0.704919562510389,-0.704919562510389
10,-0.6744774340676032,-0.6744774340676032
10,-0.6755261335422781,-0.6755261335422781
10,-0.6864523195191833,-0.6864523195191833
10,-0.6719152452072934,-0.6719152452072934
10,-0.8124639767138144,-0.8124639767138144
10,-0.7779784015573861,-0.7779784015573861
10,-0.7806545205767282,-0.7806545205767282
10,-0.782508958239025,-0.782508958239025
10,-0.7769018625568553,-0.7769018625568553
10,-0.7985326449487529,-0.7985326449487529
10,-0.8377313288485917,-0.8377313288485917
10,-0.8034726511339193,-0.8034726511339193
10,-0.805410034304272,-0.805410034304272
10,-0.8060374270097697,-0.8060374270097697
10,-0.8021595738207845,-0.8021595738207845
10,-0.7914525087578955,-0.7914525087578955
10,-0.7611929771211258,-0.7611929771211258
10,-0.7634442159015781,-0.7634442159015781
10,-0.7740960082272498,-0.7740960082272498
10,-0.7582282525956734,-0.7582282525956734
10,-0.7706262299761988,-0.7706262299761988
10,-0.7723124171651014,-0.7723124171651014
10,-0.7747662789165396,-0.7747662789165396
10,-0.7793562162160882,-0.7793562162160882
10,-0.7755294434163775,-0.7755294434163775
10,-0.775650986290215,-0.775650986290215
10,-0.7354067719506825,-0.7354067719506825
10,-0.7457714783887142,-0.7457714783887142
10,-0.7396537599832509,-0.7396537599832509
10,-0.738282103691409,-0.738282103691409
10,-0.7377134683287622,-0.7377134683287622
10,-0.7345928046288464,-0.7345928046288464
10,-0.7367405694137332,-0.7367405694137332
10,-0.7373772443169638,-0.7373772443169638
10,-0.7414719338925166,-0.7414719338925166
10,-0.6985238507819788,-0.6985238507819788
10,-0.7403994246604914,-0.7403994246604914
10,-0.7368191760619671,-0.7368191760619671
10,-0.7563472646435244,-0.7563472646435244
10,-0.7587808315289074,-0.7587808315289074
10,-0.7618051345574378,-0.7618051345574378
10,-0.7615192461345425,-0.7615192461345425
10,-0.7587596624984535,-0.7587596624984535
10,-0.758538617587679,-0.758538617587679
10,-0.7389256381789027,-0.7389256381789027
10,-0.7393626514468369,-0.7393626514468369
10,-0.7430344333824556,-0.7430344333824556
10,-0.7414377367932323,-0.7414377367932323
10,-0.7386831371355851,-0.7386831371355851
10,-0.7392688306012666,-0.7392688306012666
10,-0.7096291327159994,-0.7096291327159994
10,-0.7108872792443224,-0.7108872792443224
10,-0.7135751078237944,-0.7135751078237944
10,-0.7136771798108463,-0.7136771798108463
10,-0.7130449710191255,-0.7130449710191255
10,-0.7114284726507787,-0.7114284726507787
10,-0.7047244895024756,-0.7047244895024756
10,-0.7084256220532053,-0.7084256220532053
10,-0.7089973035595355,-0.7089973035595355
10,-0.7096081343661048,-0.7096081343661048
10,-0.7281313864448514,-0.7281313864448514
10,-0.7146612769019866,-0.7146612769019866
10,-0.726032648175092,-0.726032648175092
10,-0.7302683556666212,-0.7302683556666212
10,-0.7286456981757781,-0.7286456981757781
10,-0.7296225962794887,-0.7296225962794887
10,-0.7613319963622606,-0.7613319963622606
10,-0.7333184962486726,-0.7333184962486726
10,-0.5988125002495713,-0.5988125002495713
10,-0.6186507148265342,-0.6186507148265342
10,-0.7036258386747771,-0.7036258386747771
10,-0.709333650190084,-0.709333650190084
10,-0.7069482499619548,-0.7069482499619548
10,-0.7066378695857879,-0.7066378695857879
10,-0.7234512506032834,-0.7234512506032834
10,-0.7083986811568057,-0.7083986811568057
10,-0.6770120505009674,-0.6770120505009674
10,-0.6783503835005023,-0.6783503835005023
10,-0.6781902390700131,-0.6781902390700131
10,-0.6787026616891777,-0.6787026616891777
10,-0.695275175220273,-0.695275175220273
10,-0.6834612012527138,-0.6834612012527138
10,-0.6612479942385021,-0.6612479942385021
10,-0.6665961779996405,-0.6665961779996405
10,-0.6643025202231677,-0.6643025202231677
10,-0.683677752448676,-0.683677752448676
10,-0.7420576475889233,-0.7420576475889233
10,-0.7481115840797093,-0.7481115840797093
10,-0.7564857996573824,-0.7564857996573824
10,-0.7586128994316466,-0.7586128994316466
10,-0.7529986090741739,-0.7529986090741739
10,-0.7422865684606953,-0.7422865684606953
10,-0.7480509786188221,-0.7480509786188221
10,-0.7514054754329664,-0.7514054754329664
10,-0.7521279221260913,-0.7521279221260913
10,-0.7488737019316559,-0.7488737019316559
10,-0.7225598227474685,-0.7225598227474685
10,-0.7302459987907641,-0.7302459987907641
10,-0.7349746765862847,-0.7349746765862847
10,-0.7359279352198435,-0.7359279352198435
10,-0.7286819155455411,-0.7286819155455411
10,-0.704693220212477,-0.704693220212477
10,-0.7481507533636866,-0.7481507533636866
10,-0.7602484194049162,-0.7602484194049162
10,-0.7456213693310522,-0.7456213693310522
10,-0.7654178829426089,-0.7654178829426089
10,-0.7694759901430536,-0.7694759901430536
10,-0.7739541575895992,-0.7739541575895992
10,-0.7750337188173853,-0.7750337188173853
10,-0.7745820879878245,-0.7745820879878245
10,-0.6306757100271018,-0.6306757100271018
10,-0.6375526622785751,-0.6375526622785751
10,-0.6387175244808342,-0.6387175244808342
10,-0.6499394915658431,-0.6499394915658431
10,-0.642581269208618,-0.642581269208618
10,-0.7028911154412673,-0.7028911154412673
10,-0.7183837811199363,-0.7183837811199363
10,-0.7176129903912631,-0.7176129903912631
10,-0.7278747397238144,-0.7278747397238144
10,-0.7197487172605308,-0.7197487172605308
10,-0.5672450045552162,-0.5672450045552162
10,-0.5703382336006526,-0.5703382336006526
10,-0.5787220886165334,-0.5787220886165334
10,-0.5797976114345563,-0.5797976114345563
10,-0.7088678684240457,-0.7088678684240457
10,-0.7185550482961522,-0.7185550482961522
10,-0.7144997696440433,-0.7144997696440433
10,-0.714299562738763,-0.714299562738763
10,-0.7162286810099039,-0.7162286810099039
10,-0.5387449607545831,-0.5387449607545831
10,-0.5452565119053261,-0.5452565119053261
10,-0.5426305159982197,-0.5426305159982197
10,-0.545930096689498,-0.545930096689498
10,-0.5441203157599116,-0.5441203157599116
10,-0.7273185462123792,-0.7273185462123792
10,-0.7361713655057647,-0.7361713655057647
10,-0.7297353702102445,-0.7297353702102445
10,-0.7304122700675305,-0.7304122700675305
10,-0.7344777364931133,-0.7344777364931133
10,-0.6666263486854801,-0.6666263486854801
10,-0.6733113215013539,-0.6733113215013539
10,-0.668667176284013,-0.668667176284013
10,-0.6696385830714816,-0.6696385830714816
10,-0.6722813622556957,-0.6722813622556957
10,-0.71333065938999,-0.71333065938999
10,-0.7217555872029678,-0.7217555872029678
10,-0.717670533351298,-0.717670533351298
10,-0.7158040475139641,-0.7158040475139641
10,-0.7213887887313636,-0.7213887887313636
